"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0008093","GO:0008093",1,"GO:0008093",25.8794754232441,10,"cytoskeletal anchor activity","cytoskeletal anchor activity",0.861372093023256,0.65975,0
"GO:0005034","GO:0005034",1,"GO:0008093",21.5484822042027,0,"osmosensor activity","cytoskeletal anchor activity",0.885372093023256,0.8105,0.133
"GO:0051082","GO:0051082",2,"GO:0051082",20.7245734632584,99,"unfolded protein binding","unfolded protein binding",0.784255813953488,0.589933333333333,0
"GO:0140299","GO:0140299",1,"GO:0008093",18.4815354145721,0,"small molecule sensor activity","cytoskeletal anchor activity",0.799325581395349,0.705625,0.246
"GO:0008138","GO:0008138",3,"GO:0008138",16.7800907911082,63,"protein tyrosine/serine/threonine phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.76953488372093,0.449416666666667,0
"GO:0035613","GO:0035613",2,"GO:0051082",14.6831807781001,1,"RNA stem-loop binding","unfolded protein binding",0.899325581395349,0.842666666666667,0.213
"GO:0043495","GO:0043495",1,"GO:0008093",14.4113090111774,8,"protein-membrane adaptor activity","cytoskeletal anchor activity",0.861372093023256,0.65975,0.605
"GO:0032050","GO:0032050",2,"GO:0051082",13.9286934459143,7,"clathrin heavy chain binding","unfolded protein binding",0.81906976744186,0.647933333333333,0.491
"GO:0005545","GO:0005545",2,"GO:0051082",12.1473370556554,13,"1-phosphatidylinositol binding","unfolded protein binding",0.893418604651163,0.8336,0.227
"GO:0004722","GO:0004722",3,"GO:0008138",10.7900750120148,79,"protein serine/threonine phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.76953488372093,0.449416666666667,0.751
"GO:0048156","GO:0048156",2,"GO:0051082",10.3509928004458,1,"tau protein binding","unfolded protein binding",0.82653488372093,0.669333333333333,0.491
"GO:0050750","GO:0050750",2,"GO:0051082",9.94642221287472,6,"low-density lipoprotein particle receptor binding","unfolded protein binding",0.83553488372093,0.667666666666667,0.417
"GO:0070325","GO:0070325",2,"GO:0051082",9.8472907398727,2,"lipoprotein particle receptor binding","unfolded protein binding",0.805767441860465,0.6098,0.491
"GO:0004725","GO:0004725",3,"GO:0008138",9.74359670057179,138,"protein tyrosine phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.76953488372093,0.449416666666667,0.751
"GO:0030674","GO:0030674",1,"GO:0008093",9.71882113436927,28,"protein-macromolecule adaptor activity","cytoskeletal anchor activity",0.822860465116279,0.595125,0.788
"GO:0005200","GO:0005200",1,"GO:0008093",8.19629968609132,70,"structural constituent of cytoskeleton","cytoskeletal anchor activity",0.85406976744186,0.762875,0.176
"GO:0035642","GO:0035642",4,"GO:0035642",8.07420879235584,1,"histone H3R17 methyltransferase activity","histone H3R17 methyltransferase activity",0.85106976744186,0.495714285714286,0
"GO:0031403","GO:0031403",5,"GO:0031403",7.52999879850867,0,"lithium ion binding","lithium ion binding",0.907186046511628,1,0
"GO:0052833","GO:0052833",3,"GO:0008138",7.52999879850867,4,"inositol monophosphate 4-phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.806976744186046,0.481916666666667,0.393
"GO:0052832","GO:0052832",3,"GO:0008138",7.52999879850867,3,"inositol monophosphate 3-phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.806976744186046,0.481916666666667,0.393
"GO:0008934","GO:0008934",3,"GO:0008138",7.52999879850867,5,"inositol monophosphate 1-phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.806976744186046,0.481916666666667,0.393
"GO:0008469","GO:0008469",4,"GO:0035642",7.52999879850867,2,"histone arginine N-methyltransferase activity","histone H3R17 methyltransferase activity",0.843186046511628,0.467142857142857,0.904
"GO:0052834","GO:0052834",3,"GO:0008138",7.52999879850867,3,"inositol monophosphate phosphatase activity","protein tyrosine/serine/threonine phosphatase activity",0.782883720930233,0.40975,0.456
