"","go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability"
"GO:0071852","GO:0071852",3,"GO:0071852",25.9120030850941,0,"fungal-type cell wall organization or biogenesis","fungal-type cell wall organization or biogenesis",0.867581497797357,0.770655172413793,0
"GO:0031505","GO:0031505",3,"GO:0071852",25.9120030850941,0,"fungal-type cell wall organization","fungal-type cell wall organization or biogenesis",0.883541850220264,0.702137931034483,0.608
"GO:0000282","GO:0000282",2,"GO:0000282",25.9120030850941,0,"cellular bud site selection","cellular bud site selection",0.923202643171806,0.6732,0
"GO:0070966","GO:0070966",1,"GO:0070966",25.9120030850941,2,"nuclear-transcribed mRNA catabolic process, no-go decay","nuclear-transcribed mRNA catabolic process, no-go decay",0.875511013215859,0.464230769230769,0
"GO:0030913","GO:0030913",4,"GO:0030913",24.9050169642334,1,"paranodal junction assembly","paranodal junction assembly",0.893977973568282,0.62225,0
"GO:0071555","GO:0071555",3,"GO:0071852",24.1511460898969,0,"cell wall organization","fungal-type cell wall organization or biogenesis",0.852528634361233,0.635965517241379,0.465
"GO:0034637","GO:0034637",5,"GO:0034637",22.9908490980244,0,"cellular carbohydrate biosynthetic process","cellular carbohydrate biosynthetic process",0.861960352422907,0.530833333333333,0
"GO:0071554","GO:0071554",3,"GO:0071852",22.7989635717855,0,"cell wall organization or biogenesis","fungal-type cell wall organization or biogenesis",0.82674449339207,0.71048275862069,0.788
"GO:1901261","GO:1901261",6,"GO:1901261",21.9946503869046,0,"regulation of sorocarp spore cell differentiation","regulation of sorocarp spore cell differentiation",0.871960352422907,0.55225,0
"GO:0099139","GO:0099139",6,"GO:1901261",21.9946503869046,0,"cheating during chimeric sorocarp development","regulation of sorocarp spore cell differentiation",0.889977973568282,0.541666666666667,0.859
"GO:0031156","GO:0031156",6,"GO:1901261",21.9946503869046,0,"regulation of sorocarp development","regulation of sorocarp spore cell differentiation",0.880823788546256,0.50025,0.657
"GO:0044671","GO:0044671",6,"GO:1901261",21.9946503869046,0,"sorocarp spore cell differentiation","regulation of sorocarp spore cell differentiation",0.888942731277533,0.495583333333333,0.735
"GO:0099135","GO:0099135",6,"GO:1901261",21.9946503869046,0,"chimeric colonial development","regulation of sorocarp spore cell differentiation",0.905237885462555,0.491,0.307
"GO:0099136","GO:0099136",6,"GO:1901261",21.9946503869046,0,"chimeric non-reproductive fruiting body development","regulation of sorocarp spore cell differentiation",0.921621145374449,0.48725,0.317
"GO:0099134","GO:0099134",6,"GO:1901261",21.9946503869046,0,"chimeric sorocarp development","regulation of sorocarp spore cell differentiation",0.931678414096916,0.483666666666667,0.341
"GO:0048837","GO:0048837",6,"GO:1901261",21.9946503869046,0,"sorocarp sorus development","regulation of sorocarp spore cell differentiation",0.911462555066079,0.42075,0.577
"GO:0031154","GO:0031154",6,"GO:1901261",21.9946503869046,0,"culmination involved in sorocarp development","regulation of sorocarp spore cell differentiation",0.908845814977974,0.407916666666667,0.53
"GO:0032288","GO:0032288",4,"GO:0030913",21.7909946421142,0,"myelin assembly","paranodal junction assembly",0.884066079295154,0.558416666666667,0.833
"GO:0043217","GO:0043217",4,"GO:0030913",20.0107703831077,0,"myelin maintenance","paranodal junction assembly",0.888224669603524,0.645583333333333,0.403
"GO:0099120","GO:0099120",6,"GO:1901261",19.0864207602602,0,"socially cooperative development","regulation of sorocarp spore cell differentiation",0.884876651982379,0.441916666666667,0.389
"GO:0030587","GO:0030587",6,"GO:1901261",19.0864207602602,0,"sorocarp development","regulation of sorocarp spore cell differentiation",0.913757709251101,0.4155,0.456
"GO:0006972","GO:0006972",7,"GO:0006972",18.4571395050924,3,"hyperosmotic response","hyperosmotic response",0.942488986784141,0.665333333333333,0
"GO:0009250","GO:0009250",5,"GO:0034637",18.1984799686925,0,"glucan biosynthetic process","cellular carbohydrate biosynthetic process",0.888938325991189,0.514666666666667,0.638
"GO:0045217","GO:0045217",3,"GO:0071852",18.1444127072379,1,"cell-cell junction maintenance","fungal-type cell wall organization or biogenesis",0.897590308370044,0.688827586206897,0.165
"GO:2000809","GO:2000809",8,"GO:2000809",18.0456359051269,0,"positive regulation of synaptic vesicle clustering","positive regulation of synaptic vesicle clustering",0.855590308370044,0.582166666666667,0
"GO:2000331","GO:2000331",3,"GO:0071852",17.5688422962032,0,"regulation of terminal button organization","fungal-type cell wall organization or biogenesis",0.880982378854626,0.735931034482759,0.126
"GO:0033692","GO:0033692",5,"GO:0034637",17.5460805884292,0,"cellular polysaccharide biosynthetic process","cellular carbohydrate biosynthetic process",0.878594713656388,0.509555555555556,0.698
"GO:0097753","GO:0097753",3,"GO:0071852",17.1934152526117,0,"membrane bending","fungal-type cell wall organization or biogenesis",0.871555066079295,0.655862068965517,0.227
"GO:1904684","GO:1904684",9,"GO:1904684",17.1934152526117,3,"negative regulation of metalloendopeptidase activity","negative regulation of metalloendopeptidase activity",0.863422907488987,0.611219512195122,0
"GO:1902963","GO:1902963",9,"GO:1904684",17.1934152526117,0,"negative regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process","negative regulation of metalloendopeptidase activity",0.865074889867841,0.59380487804878,0.851
"GO:1902962","GO:1902962",9,"GO:1904684",17.1934152526117,0,"regulation of metalloendopeptidase activity involved in amyloid precursor protein catabolic process","negative regulation of metalloendopeptidase activity",0.871026431718062,0.570170731707317,0.572
"GO:0007231","GO:0007231",7,"GO:0006972",17.0030835544414,1,"osmosensory signaling pathway","hyperosmotic response",0.898277533039648,0.610666666666667,0.322
"GO:0099612","GO:0099612",10,"GO:0099612",16.9195375029914,0,"protein localization to axon","protein localization to axon",0.926211453744493,0.726066666666667,0
"GO:1905049","GO:1905049",9,"GO:1904684",16.7989635717855,0,"negative regulation of metallopeptidase activity","negative regulation of metalloendopeptidase activity",0.854074889867841,0.590073170731707,0.866
"GO:2000807","GO:2000807",8,"GO:2000809",16.7989635717855,0,"regulation of synaptic vesicle clustering","positive regulation of synaptic vesicle clustering",0.856568281938326,0.573416666666667,0.828
"GO:0075522","GO:0075522",11,"GO:0075522",16.7716894869189,0,"IRES-dependent viral translational initiation","IRES-dependent viral translational initiation",0.949387665198238,0.462,0
"GO:0022604","GO:0022604",12,"GO:0022604",16.6610167068894,10,"regulation of cell morphogenesis","regulation of cell morphogenesis",0.898418502202643,0.686538461538462,0
"GO:0000271","GO:0000271",5,"GO:0034637",16.135709119716,0,"polysaccharide biosynthetic process","cellular carbohydrate biosynthetic process",0.900845814977974,0.578555555555555,0.517
"GO:0034331","GO:0034331",3,"GO:0071852",16.1267867440374,0,"cell junction maintenance","fungal-type cell wall organization or biogenesis",0.875092511013216,0.627724137931035,0.201
"GO:0097091","GO:0097091",8,"GO:2000809",16.0652314611903,0,"synaptic vesicle clustering","positive regulation of synaptic vesicle clustering",0.894079295154185,0.583125,0.659
"GO:1905224","GO:1905224",3,"GO:0071852",15.7507454826772,0,"clathrin-coated pit assembly","fungal-type cell wall organization or biogenesis",0.896942731277533,0.690931034482759,0.162
"GO:1902803","GO:1902803",8,"GO:2000809",15.7507454826772,0,"regulation of synaptic vesicle transport","positive regulation of synaptic vesicle clustering",0.865607929515419,0.607416666666667,0.616
"GO:1902961","GO:1902961",9,"GO:1904684",15.7507454826772,0,"positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process","negative regulation of metalloendopeptidase activity",0.86352422907489,0.592195121951219,0.394
