"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","test"
"SEFA.104.1",140.017756942559,0.601665931278212,0.208895705361389,2.88022164092522,0.00397395694454469,0.0352476608047147,"sampling"
"SEFA.104.2",140.017756942559,0.601665931278212,0.208895705361389,2.88022164092522,0.00397395694454469,0.0352476608047147,"sampling"
"SEFA.104.3",140.036183926093,0.600516581967904,0.208952358026929,2.87394020167273,0.00405385709305709,0.0357766563392512,"sampling"
"SEFA.104.4",139.479273856615,0.602198278089047,0.208870268433022,2.88312110003417,0.00393756033060966,0.0350127626678758,"sampling"
"SEFA.270.1",26.2187918771153,0.505840413508098,0.105574917094901,4.79129349496337,1.65709517617814e-06,0.000184046995369295,"sampling"
"SEFA.360.1",8.01186222578788,0.709617948539844,0.20207025529799,3.5117387637947,0.000445185367339909,0.00771516289944959,"sampling"
"SEFA.367.1",5.29758857510794,1.42180415167292,0.345821023150514,4.11138726824625,3.93288890342816e-05,0.00140877995111744,"sampling"
"SEFA.509.1",2.07862838803179,-0.932340404104721,0.295594338324044,-3.15412131839497,0.00160982149099795,0.019066829389858,"sampling"
"SEFA.770.1",88.6251455540102,0.764027322028967,0.153750983051083,4.96925162276929,6.72118041391302e-07,9.30923023682329e-05,"sampling"
"SEFA.884.1",7.93857074882773,0.625918666021317,0.139865835980565,4.47513620201213,7.63626179763426e-06,0.000599344734290321,"sampling"
"SEFA.1171.1",8.63774019632354,-0.581957106403475,0.167416234213691,-3.47610916669324,0.000508745152812993,0.00841215826413956,"sampling"
"SEFA.1225.1",8.67830631645742,0.556777366320186,0.131016525274709,4.24967281915591,2.14082985165856e-05,0.00103153754410011,"sampling"
"SEFA.1225.2",9.24645216376621,0.566734916962568,0.127019207155262,4.46180486916298,8.12722162678821e-06,0.000619968338307846,"sampling"
"SEFA.1397.1",4.61308268865313,1.20338686047363,0.337579900703098,3.56474676948261,0.000364207651033122,0.00671897394218329,"sampling"
"SEFA.1425.1",47.8702567917,-0.581560058896435,0.173355227472538,-3.3547304420835,0.000794423547235919,0.0114757649344889,"sampling"
"SEFA.1913.1",14.6108389813042,1.4517787614597,0.454636753372562,3.19327188286076,0.00140670432103025,0.0173354465856481,"sampling"
"SEFA.1919.1",27.1855477843426,0.864375825336084,0.221777747955319,3.89748671048021,9.71961542782441e-05,0.00264066997919485,"sampling"
"SEFA.2444.1",1.8880741376232,1.15793802807424,0.403335039583856,2.87090858574783,0.00409293868415151,0.0359866819481074,"sampling"
"SEFA.2446.1",1.40358214572142,1.50207927944453,0.404261276004341,3.71561504552416,0.000202710005614952,0.00448310249737914,"sampling"
"SEFA.2464.1",2.63142104656416,-0.708805759958074,0.254411412847636,-2.78606117557537,0.00533528017343322,0.0434426003098078,"sampling"
"SEFA.2585.1",42.618798758823,-0.505596917687267,0.104583192832233,-4.83439933315405,1.33548263771724e-06,0.000160435072386175,"sampling"
"SEFA.2585.2",41.6785218581254,-0.503453765956805,0.105654253788322,-4.76510644772972,1.88753973827656e-06,0.000205759308691944,"sampling"
"SEFA.2772.1",13.5588132348002,0.656988628459113,0.186419609276344,3.52424635481994,0.000424689198204893,0.007469919218824,"sampling"
"SEFA.2772.2",13.5588132348002,0.656988628459113,0.186419609276344,3.52424635481994,0.000424689198204893,0.007469919218824,"sampling"
"SEFA.2772.3",11.6000683749894,0.75293115340992,0.194708702650593,3.86696199584393,0.00011019959320781,0.0029067508831267,"sampling"
"SEFA.2772.4",12.6006043951138,0.69080496767626,0.187828656390528,3.67784650623257,0.000235211426554813,0.00500589451883801,"sampling"
"SEFA.2772.5",12.1290792642833,0.750678476857787,0.192123769589723,3.90726498059478,9.33467647191799e-05,0.00256569212693908,"sampling"
"SEFA.2772.6",12.223321102437,0.70409425698721,0.188857257891694,3.72818214585639,0.000192865965216632,0.00434006234234303,"sampling"
"SEFA.2772.7",12.8458041450446,0.698291932649008,0.186206645581982,3.75009135934179,0.000176770155617585,0.00407869302726396,"sampling"
"SEFA.2772.8",11.6000683749894,0.75293115340992,0.194708702650593,3.86696199584393,0.00011019959320781,0.0029067508831267,"sampling"
"SEFA.2924.1",4.31181889752331,0.788910135292172,0.263657059825596,2.99218285986357,0.00276990295370415,0.0274726768946579,"sampling"
"SEFA.3021.1",4.66784976720888,0.518600419360628,0.18649407145223,2.78078769647896,0.00542271872371053,0.0439479124834172,"sampling"
"SEFA.3050.1",18.0098579160435,-0.515965026197855,0.159881582885485,-3.22716986463297,0.00125021217267343,0.0159020355010288,"sampling"
"SEFA.3264.1",4.76500161713657,0.543740229595213,0.197686475558634,2.75051810225601,0.00595011038955628,0.0468831231629038,"sampling"
"SEFA.3329.1",12.2264516349582,0.786631127252012,0.222491062681866,3.53556281214223,0.000406907496076653,0.00723475338201009,"sampling"
"SEFA.3378.1",3.52930009782854,-0.567076948921368,0.198574687727202,-2.85573632476465,0.00429371552654284,0.0372137075507283,"sampling"
"SEFA.3408.1",10.1422357412066,0.566436338309632,0.192961155690159,2.93549412203546,0.00333016920618309,0.0311819316524869,"sampling"
"SEFA.3480.1",16.854139423029,-0.808749806164445,0.237904761327693,-3.39946876914524,0.000675168900004193,0.0102608822630155,"sampling"
"SEFA.3492.1",14.5682739733427,0.523511943577438,0.144217587754005,3.63001456154158,0.00028340523122449,0.00571976534949587,"sampling"
"SEFA.3586.1",1.77895986769679,-1.34313793150665,0.41757872529626,-3.21649032898823,0.00129768907231234,0.0163507882396704,"sampling"
"SEFA.3945.1",25.4015108231413,0.580844928347963,0.176405504142578,3.29266896274677,0.000992412474314595,0.0135236185309477,"sampling"
"SEFA.4236.1",6.98860045346086,1.1522457321403,0.289951884111575,3.97392048570691,7.06991739115708e-05,0.00209833959948132,"sampling"
"SEFA.4325.1",6.97669722283096,1.03480518414655,0.276821267776285,3.73817081490587,0.00018536399452739,0.00421697025190522,"sampling"
"SEFA.4492.1",6.40246015275152,1.03906032794786,0.273774412166588,3.79531571166556,0.000147455692989537,0.00358924026236904,"sampling"
"SEFA.4686.1",19.2881793858455,-1.39396586673979,0.454120293552023,-3.06959606635615,0.00214348457499855,0.023017857009539,"sampling"
"SEFA.4770.1",5.99135726468732,-0.659438757877744,0.174859893616957,-3.77124075874305,0.000162437855256306,0.0038461914965195,"sampling"
"SEFA.4810.1",7.47051168119092,0.602264149353894,0.213241656945338,2.82432690676512,0.00473800323173389,0.0398432228908593,"sampling"
"SEFA.5064.1",12.1876574752694,1.70121631236279,0.565913881801843,3.00613992176019,0.00264587215611293,0.0266010699350278,"sampling"
"SEFA.5153.1",7.04726015895761,-0.664318725173017,0.162911135212247,-4.07779814625634,4.54642103833063e-05,0.00153869535846911,"sampling"
"SEFA.5182.1",17.0313321779872,2.09529759709703,0.470200201651204,4.45618183433134,8.34322731683993e-06,0.000630994530200149,"sampling"
"SEFA.5245.1",2.09285162903969,1.11821071112434,0.319803428614743,3.49655635640921,0.000471304929414143,0.00798097174575501,"sampling"
